audio,duration,sentence,was Ok?,status
01-200921-163326_bem_d31_elicit_13.wav,7.486875,yesu aishibikilwe ku mano akwete ukufuma ilintu ali ne myaka yakufyalwa ikumi na ibili,TRUE,
01-200921-163326_bem_d31_elicit_14.wav,8.122125,ili cali ni nshita ali mwitempele ukumfwa kuli bakasambilisha elyo no kulabepusha mepusho,TRUE,
01-200921-163326_bem_d31_elicit_15.wav,5.9214375,abalipo balipapile pamulandu wamyumfwile pamo na masuko yakwe,TRUE,
01-200921-163326_bem_d31_elicit_16.wav,2.6998125,kasambilisha abala asambilila umwine,TRUE,
01-200921-163326_bem_d31_elicit_17.wav,5.581125,apa tulemonapo ifyo ilintu yesu talatendeko kusambilisha alisambilile,TRUE,
01-200921-163326_bem_d31_elicit_18.wav,7.986,ni mumusango umo wine abantu abalesungamino kuba bakasambilisha balingile baipela kukusambilila,TRUE,
01-200921-163326_bem_d31_elicit_19.wav,2.7225,bushe kuti twasambilisha shani ukwabulo kusambilila,TRUE,
01-200921-163326_bem_d31_elicit_20.wav,7.305375,icishiba ca menshi kuti catuma menshi mumumana nga cakuti cabala capokelela,TRUE,
01-200921-163326_bem_d31_elicit_21.wav,5.581125,ici calola mukuti tilingile ukutwalililo kusambilila pamo no kufwailisha malembo,TRUE,
01-200921-163326_bem_d31_elicit_22.wav,8.6439375,elyo twingabomba pamo nga yesu uwalesambilisha bantu mu maka ico alishibe fintu alelandapo,TRUE,
01-200921-163326_bem_d31_elicit_23.wav,4.9005,ilintu tulesambilishe cebo ico ifwe twasambilile tekuti tutine abantu,TRUE,
01-200921-163326_bem_d31_elicit_24.wav,5.9214375,nga cakuti abantu bakana masambililo tulebapela tabalekana ifwe lelo balekana lesa,TRUE,
01-200921-163326_bem_d31_elicit_25.wav,2.1553125,kasambilisha alingo kubo wa mushilo,TRUE,
01-200921-163326_bem_d31_elicit_26.wav,7.4415,bakalemba mukati ka ba yuda bali bantu abalelembe cebo cakwa lesa mumifungulo muli ilya nshita,TRUE,
01-200921-163326_bem_d31_elicit_27.wav,5.0593125,nelyo aishibe cebo bwino baishibikwe ukuba babumbimunda,TRUE,
01-200921-163326_bem_d31_elicit_28.wav,5.3769375,ilingi line balesange nshila shakuleukilamo kucite fyo baibolo yalesambilisha,FALSE,Verified
01-200921-163326_bem_d31_elicit_29.wav,8.1448125,tatulingile ukupelela fye pakwishiba baibele lelo tulingile ukucite fyo ilesambilisha pakuti tube cakumwenako ku bantu tulesambilisha,TRUE,
01-200921-163326_bem_d31_elicit_30.wav,11.5479375,nga cakuti twaba abamushilo mumyeo yesu abantu tabakapelele fye pakumfwa masambililo yesu lelo bakasambilila na ku fintu balemona mu myeo yesu pamo,TRUE,
01-200921-163326_bem_d31_elicit_31.wav,10.61775,ilintu abantu baumfwile yesu alesambilisha balipapile pa kumfwa ifyo amasambililo yakwe yapusene kuli yalya balepokelelo kufuma kuli bakalemba,TRUE,
01-200921-163326_bem_d31_elicit_32.wav,3.8795625,bushe fintu fyamusango nshi tusambilisha,TRUE,
01-200921-163326_bem_d31_elicit_33.wav,3.766125,kasambilisha abomfye cebo cakwa lesa pakusambilisha,TRUE,
01-200921-163326_bem_d31_elicit_34.wav,4.80975,pamo nga bakasambilisha umulimo wesu kulanga bantu ifyaba mu cipingo,TRUE,
01-200921-163326_bem_d31_elicit_35.wav,8.5305,yesu aebele abantu ukuti isambililo alepele telyakwe umwine lelo lyapelwe kuli wene na wishi,TRUE,
01-200921-163326_bem_d31_elicit_36.wav,6.851625,yesu alengele abasambi abali pabulendo bwakuya ku emao ukwibukisha malembo,TRUE,
01-200921-163326_bem_d31_elicit_37.wav,9.7329375,kasesema esra alebelenga malembo mukutekanya elyo alelondolwela bantu ifyo lesa alefwayo kuti bacite,TRUE,
01-200921-163326_bem_d31_elicit_38.wav,4.2425625,bakasabilisha bamo basambilishe fishilano fya bantu,TRUE,
01-200921-163326_bem_d31_elicit_39.wav,7.214625,ifishilano fimo tafyabipa lelo fimbi fyalibipa kabili filapusana nefyo cebo cakwa lesa cisosa,TRUE,
01-200921-163326_bem_d31_elicit_40.wav,9.7783125,na yesu alicenjeshepo alisokele abantu pamulandu wa ubu bwafya mwaleke funde lyakwa lesa no kubake fishilano fya bantu,TRUE,
01-200921-163326_bem_d31_elicit_41.wav,8.5078125,lelo kwa fye ukushinshimuna banshinshimuna amasambilisho basambilisha mafunde ya bantu,TRUE,
01-200921-163326_bem_d31_elicit_42.wav,11.616,takwabe cintu nangu cimo icingabombo mulimo untu amalembo yabomba ico yena yonse yabe cebo caputwamo kuli lesa,TRUE,
01-200921-163326_bem_d31_elicit_43.wav,2.904,yaliikwatila maka ayane,TRUE,
01-200921-163326_bem_d31_elicit_44.wav,5.5584375,ukubomfya malembo ekwalengele kasebanya ukufulumuka ukufuma kuli yesu,TRUE,
01-200921-163326_bem_d31_elicit_45.wav,3.3350625,amalembo yalatukoselesha pamo no kutupele subilo,TRUE,
01-200921-163326_bem_d31_elicit_46.wav,5.082,ifintu fya musango yu fyalembelwe kale sana kukutusambilisha,TRUE,
01-200921-163326_bem_d31_elicit_47.wav,12.387375,aya yene amalembo yalatupele subilo pamo no kutukoselesha ilintu tucili mukulolela malayo yakwa lesa ukufikilishiwa,TRUE,
01-200921-163326_bem_d31_elicit_48.wav,8.8254375,paulo acinkwile abakalamba balukuta ukuti panshita yamyaka itatu ilintu ali nabo mu efese alepyungila shikulu,TRUE,
01-200921-163326_bem_d31_elicit_49.wav,6.4205625,ici calola mukuti mu kubomba kwakwe mwali ifyo alecita ifingi,TRUE,
01-201005-232741_bem_fb0_elicit_0.wav,8.2355625,apo pene kaima keka kalungama napo bukwe bwakwe asha amalibu kabula kalungama na ku nika,FALSE,Verified
01-201005-232741_bem_fb0_elicit_1.wav,5.7853125,kuti kati kaloleshe nge fi kamona ni nkonshi shilelya pa ilungu,TRUE,
01-201005-232741_bem_fb0_elicit_2.wav,11.842875,kanina na pefwasa kasosa no kusosa akati we malibu yakwa bukwe we yakuilombela njipaila inama shonse ishi,TRUE,
01-201005-232741_bem_fb0_elicit_3.wav,2.2006875,kayaposa no kuyaposa,TRUE,
01-201005-232741_bem_fb0_elicit_4.wav,6.9196875,amalibu ya mupamba yapona na pa nama yaipaya yaipaya shonse shapwa nakalyanakalya,TRUE,
01-201005-232741_bem_fb0_elicit_5.wav,7.5095625,yabwela nayalala na panshi ku kaice kalya apo keminine pefwasa,TRUE,
01-201005-232741_bem_fb0_elicit_6.wav,12.5461875,kuti cilya kati nomba nkonse filya ficita bukwe ala mukwai yakaputulako no mutwe kawila na mu isamba lye fwasa,TRUE,
01-201005-232741_bem_fb0_elicit_7.wav,7.623,amalibu ya mupamba yapona na mu shila umufumine akaice yalungama na ku mushi,TRUE,
01-201005-232741_bem_fb0_elicit_8.wav,9.4153125,kuti abantu nabekalisha mu mushi bamona abantu balapona umoumo mushi balefwa,TRUE,
01-201005-232741_bem_fb0_elicit_9.wav,8.031375,abantu cabapesha amano kuti abati tufulumuke ala mukwai te kuibepesha fye,TRUE,
01-201005-232741_bem_fb0_elicit_10.wav,9.2791875,yaipaya abantu bonse mu mushi mulya cilya bapwa yalungama ne ku musumba wa mfumu,TRUE,
01-201005-232741_bem_fb0_elicit_11.wav,7.986,aba mu musumba kuti nabekalisha baumfwa kwaletwa abantu balaikutila fye,TRUE,
01-201005-232741_bem_fb0_elicit_12.wav,6.62475,amalibu ya mupamba yaipaya abantu bonse mu musumba ne mfumu ine kumo yaipaya,TRUE,
01-201005-232741_bem_fb0_elicit_13.wav,7.8045,yalungama ne mu tumishi tonse utwali mumbali yaipaya abantu bonse nakalyanakalya,TRUE,
01-201005-232741_bem_fb0_elicit_14.wav,8.349,ilyo yapwisha ukwipaya abantu bonse nomba yaibika na mu nshila ukukonka ukwaya shikulu wa yako,TRUE,
01-201005-232741_bem_fb0_elicit_15.wav,5.7853125,utumishi tonse utwali mu nshila yastha yapyanga nga ku ceswa,TRUE,
01-201005-232741_bem_fb0_elicit_16.wav,11.842875,kuti mu mushi mwine mwali cibinda nabekalisha baumfwa ku kabanga kwatula inkuta abantu baleililila fye pa kumona uko abantu balefwa,FALSE,Verified
01-201005-232741_bem_fb0_elicit_17.wav,8.1901875,apo pene cibinda na wishi baishiba abati te cimbi malibu ayo yaisa yaleipaya abantu,TRUE,
01-201005-232741_bem_fb0_elicit_18.wav,8.62125,bwangu bwangu wishi abuula ne nondo imbi atendeka no lubilo ukuya uko kwine amalibu yaleipaila abantu,TRUE,
01-201005-232741_bem_fb0_elicit_19.wav,4.99125,ashifika fye ayakonsa no kuyakonsa yawa na panshi,TRUE,
01-201005-232741_bem_fb0_elicit_20.wav,8.4624375,abantu bashele mu mushi elyo balongana na mwane wine cilumendo ulya afika,TRUE,
01-201005-232741_bem_fb0_elicit_21.wav,5.1046875,abantu baipusha abati nga kanshi finshi ifi fyaipaya abantu bafula iff,TRUE,
01-201005-232741_bem_fb0_elicit_22.wav,11.616,wishi ayasuka ati ifi fyaipaya abantu malibu umwana wandi uyu e waishilelomba kuli ine e pa kumupela ukuti akaye mu kwipailako inama,TRUE,
01-201005-232741_bem_fb0_elicit_23.wav,4.310625,ine nalimwebele ukuti teti uleke umuntu umbi ekateko,TRUE,
01-201005-232741_bem_fb0_elicit_24.wav,9.075,nomba uko ayasha ku buko bwakwe pali umuntu umo uwayatumine afililwe no kuyakonsa,TRUE,
01-201005-232741_bem_fb0_elicit_25.wav,6.6020625,e calenga mwandi abantu ku calo uko nabapwa takuli na wesako,TRUE,
01-201005-232741_bem_fb0_elicit_26.wav,6.2844375,ale we mwine sosa kanshi washile shani amalibu ukuti yacite ubusanso bwabipa ifi,TRUE,
01-201005-232741_bem_fb0_elicit_27.wav,9.52875,cilumendo nao asosa ati ee cinecine aya malibu nine nalombele kuli batata aba malibu ya kuilombela ne mwine,TRUE,
01-201005-232741_bem_fb0_elicit_28.wav,10.9126875,kwena apo naila ku buko nshatalanyenda na muntu umbi iyo nyenda fye na kabukwe bwandi pe mu mpanga pa kwipaya inama,TRUE,
01-201005-232741_bem_fb0_elicit_29.wav,5.036625,kwena mwandini nalimo niko kene e kacita no bu busanso,TRUE,
01-201005-232741_bem_fb0_elicit_30.wav,8.5078125,elyo abantu baimine ku calo uko amalibu yashafikile bayasanga cinecine amalibu nayalofya icalo,TRUE,
01-201005-232741_bem_fb0_elicit_31.wav,9.5060625,balishikile abantu bonse abo bamwene mu menso yabo lelo abengi babolele fye no kuliwa ne fyuni,TRUE,
01-201005-232741_bem_fb0_elicit_32.wav,9.664875,nomba abantu pa kushika abafwile ku malibu baleti yangu amalibu ya kuilombela ifyo yonawile abantu,TRUE,
01-201005-232741_bem_fb0_elicit_33.wav,9.483375,na cine ilyo bamo beleenda mu mpanga bailesanga kalya kaice apo kafwila mupepi ne fwasa,TRUE,
01-201005-232741_bem_fb0_elicit_34.wav,7.1465625,ne nama nasho apo shabolela ntangalintangali baisashimika ku mushi,TRUE,
01-201005-232741_bem_fb0_elicit_35.wav,8.5078125,abantu baishiba ukuti cimecine e filya cibinda asosele kanshi ni kabukwe bwakwe e kaposele amalibu,TRUE,
01-201005-232741_bem_fb0_elicit_36.wav,2.314125,pali kantunse kapwa,TRUE,
01-201005-232741_bem_fb0_elicit_37.wav,13.88475,apa e patula ilya nsoselo abantu basosa nga bamona umuntu ubwafya bwamufikila bwatula ku cintu ico umwine aitendekele,TRUE,
01-201005-232741_bem_fb0_elicit_38.wav,8.1901875,kuti batila yalya malibu ya kuilombela umwine aifwaile fye,TRUE,
01-201005-232741_bem_fb0_elicit_39.wav,6.760875,efilya banacisesa baleeba mwane abati we mwana wandi wilya cilemba nasasa,TRUE,
01-201005-232741_bem_fb0_elicit_40.wav,4.356,wena ati balembepa fye cilemba asashile kwi,TRUE,
01-201005-232741_bem_fb0_elicit_41.wav,4.6509375,nomba cilya alya elyo fyakandinkana ne ndya,TRUE,
01-201005-232741_bem_fb0_elicit_42.wav,2.63175,yalya e malibu ya kuilombelia,TRUE,
01-200918-112337_bem_d31_elicit_0.wav,2.178,impanga shandi shilomfwa ishiwi lyandi,TRUE,
01-200918-112337_bem_d31_elicit_1.wav,2.1099375,nalishishiba nasho shilankonka,TRUE,
01-200918-112337_bem_d31_elicit_2.wav,3.63,natukutike ishiwi lya kacema wesu cila bushiku,TRUE,
01-200918-112337_bem_d31_elicit_3.wav,5.17275,mulimo nshi uwantanshi uo lesa alefwaisha ukumona mu bwikashi bobe,TRUE,
01-200918-112337_bem_d31_elicit_4.wav,4.5601875,nani uuli mukate wa mweo finshi ici cikope ciletweba pali ena,TRUE,
01-200918-112337_bem_d31_elicit_5.wav,5.8306875,misango nshi shibili isha basambi musambi wamusango nshi mulefwaya ukubako,TRUE,
01-200918-112337_bem_d31_elicit_6.wav,4.6963125,finshi ifyo tufwile ukucita ilyo abantu bambi bafilwa ukutumfwa bwino bwino,TRUE,
01-200918-112337_bem_d31_elicit_7.wav,4.719,kuti waishiba shani nga cakuti ifundisho waumfwa lifumine kuli lesa,TRUE,
01-200918-112337_bem_d31_elicit_8.wav,3.2896875,nikwisa yesu apangile ukuya kuti mwafikako shani,TRUE,
01-200918-112337_bem_d31_elicit_9.wav,4.356,kuti twacitapo shani pa bantu aba bembuka ngo uyu namayo,TRUE,
01-200918-112337_bem_d31_elicit_10.wav,2.4275625,bushe yesu nani kuti mwamukonka shani,TRUE,
01-200918-112337_bem_d31_elicit_11.wav,4.401375,musango nshi ubuntungwa bwacine bumoneka,TRUE,
01-200918-112337_bem_d31_elicit_12.wav,3.766125,nicinshi nangu nani akamilenga umuntungwa,TRUE,
01-200918-112337_bem_d31_elicit_13.wav,7.35075,musango nshi iveshi lya butatu lingabelamo butalaliko ku uulecula,TRUE,
01-200918-112337_bem_d31_elicit_14.wav,5.127375,musango nshi lesa engabomfeshamo ubucushi bwenu ngo bunte bwakwa yesu,TRUE,
01-200918-112337_bem_d31_elicit_15.wav,3.493875,abantu abapofula ku mupashi imibele yabo yaba shani,TRUE,
01-200918-112337_bem_d31_elicit_16.wav,5.4223125,abantu bamo bacite nshi mukulekelesha ilyo amona yesu,TRUE,
01-200918-112337_bem_d31_elicit_17.wav,3.2896875,fintu nshi mwasambililapo pali yesu kacema musuma,TRUE,
01-200918-112337_bem_d31_elicit_18.wav,6.397875,ni finshi yesu afundisha palwa abo abali ni mpanga shakwe isha cine,TRUE,
01-200918-112337_bem_d31_elicit_19.wav,4.5375,nimu fintunshi twingakonkelesha abramu elyo nefyo tushifwile,TRUE,
01-200918-112337_bem_d31_elicit_20.wav,4.855125,ninshila nshi abramu alangilamo icitetekelo cakwe muli aya maveshi,TRUE,
01-200918-112337_bem_d31_elicit_21.wav,2.949375,lesa atontonkanyapo shani pa mutima uyu,TRUE,
01-200918-112337_bem_d31_elicit_22.wav,7.1011875,pali ndakai kuti mwacitapo shani muku pususha uwasendwa nolubembu nangula satana,TRUE,
01-200918-112337_bem_d31_elicit_23.wav,4.4240625,elyo mukwete ifya kutwishika nga abramu fintu nshi fingamwafwa,TRUE,
01-200918-112337_bem_d31_elicit_24.wav,2.9720625,fintu nshi hagar asambilile pali lesa,TRUE,
01-200918-112337_bem_d31_elicit_25.wav,2.2006875,ngeci cilepilibula nshi kuli ifwe,TRUE,
01-200918-112337_bem_d31_elicit_26.wav,4.8324375,lembeni ifintu fyonse ifisuma ifyo lesa apangile ukucitila abramu,TRUE,
01-200918-112337_bem_d31_elicit_27.wav,3.040125,lubali nshi abramu ali nokusendamo muli ici,TRUE,
01-200918-112337_bem_d31_elicit_28.wav,4.492125,finshi tulesambilila palubali lwe pepo finshi tulesambilila pali lesa,TRUE,
01-200918-112337_bem_d31_elicit_29.wav,6.2844375,finshi abantu batontonkenye pali loti mulupwa lwakwe na mubekalamushi,TRUE,
01-200918-112337_bem_d31_elicit_30.wav,2.7225,nga imwe batontonkanyapo shani,TRUE,
01-200918-112337_bem_d31_elicit_31.wav,4.80975,abana banakashi bakwa loti balefwaisha nganshi abana,TRUE,
01-200918-112337_bem_d31_elicit_32.wav,4.3786875,bushe kwaliko inshila yakwa lesa iyo bengakwatilamo abana,TRUE,
01-200918-112337_bem_d31_elicit_33.wav,2.6090625,ni nshila nshi iyingaba yakwa lesa,TRUE,
01-200918-112337_bem_d31_elicit_34.wav,3.9249375,lubembu nshi ulo abrahamu acitile mulandunshi,TRUE,
01-200918-112337_bem_d31_elicit_35.wav,3.221625,finshi mwasambililapo pali lesa na mabulayo yakwe,TRUE,
01-200918-112337_bem_d31_elicit_36.wav,4.62825,mulandunshi lesa aebele abrahamu ukucita icintu cafinefi,TRUE,
01-200918-112337_bem_d31_elicit_37.wav,7.3280625,abrahamu atwalile ukutaluka kubashatetekela abamushingulwike mulandunshi cabela ica mano,TRUE,
01-200918-112337_bem_d31_elicit_38.wav,5.6491875,nga ababomfi bakwa abrahamu bausendele shani uyu mulimo apelwe uwakosa nga imwe,TRUE,
01-200918-112337_bem_d31_elicit_39.wav,9.4606875,musango nshi umubomfi aampanishisha ukutungulula kusuma kwakwa lesa kuba ng'anda yakwa rebecca,TRUE,
01-200918-112337_bem_d31_elicit_40.wav,6.7155,casendele nshita iitali shani apo rebekah alelolela ubuntungulushi bwakwa lesa napo abukonkele,TRUE,
01-200918-112337_bem_d31_elicit_41.wav,10.844625,bushe kuliko ifintu mu bwikashi bwenu ifyo mulingile ukukonka ubuntungulushi bwakwa lesa mukwangufwanya nge fyacitile rebekah,TRUE,
01-200918-112337_bem_d31_elicit_42.wav,5.4223125,myaka inga yapitile ukufuma apo bakwatile ubwinga napo bakwatile bampundu,TRUE,
01-200918-112337_bem_d31_elicit_43.wav,5.4223125,finshi isaac acitilepo pabwafya bwa mukashi wakwe ubwakukana fyala,TRUE,
01-200918-112337_bem_d31_elicit_44.wav,4.5601875,ngeci cilemifunda nshi palwa bwafya bukalamba mu bwikashi bwenu,TRUE,
01-200918-112337_bem_d31_elicit_45.wav,8.7346875,ficitwa nshi ifyo mulingile ukuleka mukulangisha abana benu icilangililo cisuma,TRUE,
01-200918-112337_bem_d31_elicit_46.wav,6.8743125,bushe isaac acitilepo shani pa kumana fintu nshi mulemona ifya tumbwikemo mufyo acitile,TRUE,
01-200918-112337_bem_d31_elicit_47.wav,5.671875,finshi muletontokanya palwa nshila yakobo aeseshe ukupokelamo amapalo yakwa lesa,TRUE,
01-200918-112337_bem_d31_elicit_48.wav,3.5619375,fintu nshi ifya tumbwikemo mukubemba kuli isaac,TRUE,
01-200918-112337_bem_d31_elicit_49.wav,1.588125,kuli esau,TRUE,
01-201002-003945_bem_fb0_elicit_0.wav,3.312375,alamwipusha ati bushe basisita mwakala mu ndola mwine,TRUE,
01-201002-003945_bem_fb0_elicit_1.wav,10.1413125,janet  iyoo mu ndola neyaikilamo fye pa kunina ishitima lya kuntwala ku lusaka uko njikala,TRUE,
01-201002-003945_bem_fb0_elicit_2.wav,5.6038125,kondakita oh muli bena siti lusaka bushe muli balenje,TRUE,
01-201002-003945_bem_fb0_elicit_3.wav,5.445,janet iyoo ndi munsenga kuli batata kabili ndi mushona kuli bamayo,TRUE,
01-201002-003945_bem_fb0_elicit_4.wav,11.6386875,kondakita yaba basisita ifyo mwaishiba icibemba ee alai ne ndeti fye muli ba ku lubemba kukati,TRUE,
01-201002-003945_bem_fb0_elicit_5.wav,5.1046875,janet nasambilila fye kabili no mulume wandi mubemba,TRUE,
01-201002-003945_bem_fb0_elicit_6.wav,3.584625,kondakita oh kanshi mwalyupwa cinecine,TRUE,
01-201002-003945_bem_fb0_elicit_7.wav,3.403125,janet nga finshi mwamona ifyo nshingopilwa,TRUE,
01-201002-003945_bem_fb0_elicit_8.wav,2.9720625,kondakita awe nkashi yandi,TRUE,
01-201002-003945_bem_fb0_elicit_9.wav,3.7888125,pantu abengi muno kalale abawama umusango uyu,TRUE,
01-201002-003945_bem_fb0_elicit_10.wav,4.038375,ukucila abatula lubali ulu lwine mwalumbula,TRUE,
01-201002-003945_bem_fb0_elicit_11.wav,5.4676875,tabafulila kuupwa bena bafwaisha fye ukwangalisha,TRUE,
01-201002-003945_bem_fb0_elicit_12.wav,5.6038125,shimona we nkashi yandi iwe ifyo ucindeme neco uli pa bukulu,TRUE,
01-201002-003945_bem_fb0_elicit_13.wav,5.445,ala kwena eko twasasa few babemba ku kufwaisha abana,TRUE,
01-201002-003945_bem_fb0_elicit_14.wav,5.8306875,janet amwentulako fye alasuba kondakita kilishi ati,TRUE,
01-201002-003945_bem_fb0_elicit_15.wav,10.8219375,ala mukwai bushe umwana wa muntu uwafyalwa ubuntungwa e wingalaenda icendeende bulya bupuba ubukalamba sana,TRUE,
01-201002-003945_bem_fb0_elicit_16.wav,3.8795625,basi ico alebutukisha takokwele ukufika mu ndola,TRUE,
01-201002-003945_bem_fb0_elicit_17.wav,9.1884375,janet ico ashaishibe ukwakwikala pa kulolela ishitima lya ku lusaka cilya afuma muli basi,TRUE,
01-201002-003945_bem_fb0_elicit_18.wav,9.0523125,aipusha kondakita ati bushe uko balolela ishitima nikwi kabili lili no kwima nshita nshi,TRUE,
01-201002-003945_bem_fb0_elicit_19.wav,3.7434375,kondakita sisita ishitima lilefika ubushiku sana,TRUE,
01-201002-003945_bem_fb0_elicit_20.wav,8.5985625,e mukuti inshita yonse ii muleyaikala ku wetingilumu ku citesheni,TRUE,
01-201002-003945_bem_fb0_elicit_21.wav,3.0628125,bushe tamwaba abo mwaishiba muno ndola,TRUE,
01-201002-003945_bem_fb0_elicit_22.wav,6.2390625,janet iyoo mukwai nelyo fye umo nshishibe no kwakulola nga nafuma pano,TRUE,
01-201002-003945_bem_fb0_elicit_23.wav,12.6823125,kondakita kanshi linden mwisakamana twalaya nenu kwa nkashi yandi eko muyeikala mpaka ndemubwesha ilyo ishitima lileisa,TRUE,
01-201002-003945_bem_fb0_elicit_24.wav,4.2879375,janet baima na kondakita kwa nkashi yakwe,TRUE,
01-201002-003945_bem_fb0_elicit_25.wav,8.8708125,nkashi kwa kondakita apokelela janet bwinobwino ena aletontonkanya ukuti cisotwe ni bukwe bwakwe,FALSE,Verified
01-201002-003945_bem_fb0_elicit_26.wav,7.986,kondakita alaeba nkashi yakwe ati aba twaisa nabo niba ico ashishibe ishina lyakwa janet,TRUE,
01-201002-003945_bem_fb0_elicit_27.wav,4.4240625,epa kwipusha ati sole basisita bushe nimwe bani ishina,TRUE,
01-201002-003945_bem_fb0_elicit_28.wav,7.5095625,janet ico ashalefwaya ukuisokolola aputa ilya kuputa ati nine margaret zulu,TRUE,
01-201002-003945_bem_fb0_elicit_29.wav,9.5514375,kondakita eya ba margaret zulu tufumine nabo ku mufulira uko bekela na balume babo ababemba nga fino fine na ifwe tuli,TRUE,
01-201002-003945_bem_fb0_elicit_30.wav,3.2443125,baleya ku kumona abafyashi babo ku lusaka,TRUE,
01-201002-003945_bem_fb0_elicit_31.wav,12.79575,ico bashakwata bantu babo muno ndola euku naisa nabo kuno pakuti eko batale batuushe mpaka ne shitima lise,TRUE,
01-201002-003945_bem_fb0_elicit_32.wav,10.164,ala mukwai nkashi kwa peter mwansa e shina lyakwa kondakita nao aba uwaponsela,TRUE,
01-201002-003945_bem_fb0_elicit_33.wav,6.8289375,kuti kalekale ne cakulya nacipya ba peter na janet bapembuka,TRUE,
01-201002-003945_bem_fb0_elicit_34.wav,12.8638125,inshita cilya iyakuya ku shitesheni janet asantika nkashi yakwa peter mwansa pa kubapokelela cisumacisuma,TRUE,
01-201002-003945_bem_fb0_elicit_35.wav,8.5078125,kabili baima na peter ukuya ku shitesheni peter aya nasenda icipe cakwa janet,TRUE,
01-201002-003945_bem_fb0_elicit_36.wav,4.401375,mu nshila bakumana na banakashi batatu abalefuma ku shitesheni,TRUE,
01-201002-003945_bem_fb0_elicit_37.wav,13.068,kuti bati bakutike baumfwa balelanda abati abanakashi ba muno nshiku nabafya sana tabalefwaya kwikala na baume iyoo,TRUE,
01-201002-003945_bem_fb0_elicit_38.wav,7.940625,uyu twaumfwa abutwike lelo ku mufulira ku muleme wakwe kabili baleti ali na pa bukulu,TRUE,
01-201002-003945_bem_fb0_elicit_39.wav,12.0924375,umwanakashi umbi ayankula ati alai ne ulya acilashimika mukaaya atile apo bekala na pabutwike umwanakashi wine uyo ni mupepi,TRUE,
01-201002-003945_bem_fb0_elicit_40.wav,11.5933125,abene bali bamulumbula ne nshina nampo nga bacilati joni aya bacilati janet mulume ni joni,TRUE,
01-201002-003945_bem_fb0_elicit_41.wav,6.488625,janet apo atemwa pa kumfwa ukuti ishina alumbwile kuli kondakita ni limbi,TRUE,
01-201002-003945_bem_fb0_elicit_42.wav,6.8743125,na kondakita wine tatungenye nelyo kamo ukuti ni uyu wine tuli nankwe,TRUE,
01-201002-003945_bem_fb0_elicit_43.wav,9.438,kwena peter asuka abepusha ati nga kanshi uko mwaumfwa amashiwi ya musango uyo nikwi,TRUE,
01-201002-003945_bem_fb0_elicit_44.wav,5.445,umwanakashi umo ati twaumfwa ku baisa ne shitima ukufuma ku mufulira,TRUE,
01-201002-003945_bem_fb0_elicit_45.wav,7.623,mukwai abati umukashana wa kantu nasendela umulume utupe tonse nakalyanakalya,TRUE,
01-201002-003945_bem_fb0_elicit_46.wav,7.849875,janet aikatwa no mwenso ukalamba pa kwishiba ukuti ukufyuka kwakwe nakwishibikwa,TRUE,
01-201002-003945_bem_fb0_elicit_47.wav,10.209375,peter ena atendeka ukwebaula abanakashi abafyuka ku balume babo janet alesuminishako ilya nkulilishi,TRUE,
01-201002-003945_bem_fb0_elicit_48.wav,5.2635,cilya baponena mu musebo wa tayala na motoka umo ifi afuma kunuma,TRUE,
01-201002-003945_bem_fb0_elicit_49.wav,4.62825,cilya apalama apali janet na peter anasha no lubilo,TRUE,
01-201001-172058_bem_fb0_elicit_0.wav,8.666625,joni awe kwena mwandini janet te mukashana engapendelwa mu bamusango uyo nelyo panono,TRUE,
01-201001-172058_bem_fb0_elicit_1.wav,14.9964375,kabili alundapo kabili ati kwena pa kusanga ukuti ninkula ndefwaya batuufya bwangu pantu bankungulume nabo tabupela mucinshi,TRUE,
01-201001-172058_bem_fb0_elicit_2.wav,7.8725625,akuba ni ku mushi fino nga naupa kale nomba nga baletwita bashi kampanda,TRUE,
01-201001-172058_bem_fb0_elicit_3.wav,4.764375,banalume nga mulefwaya ukucita ubwinga lilali,TRUE,
01-201001-172058_bem_fb0_elicit_4.wav,7.1919375,joni uyo wine e mulandu tukaila na cikashana ku lusaka ku kumfwana na bafyashi bakwe,TRUE,
01-201001-172058_bem_fb0_elicit_5.wav,6.9196875,banalume shikutala kanshi mwaleta abenamwenu kuno twaisabamona no kubeshiba,TRUE,
01-201001-172058_bem_fb0_elicit_6.wav,4.8778125,joni nkayamubula mailo nga nafuma ku ncito,TRUE,
01-201001-172058_bem_fb0_elicit_7.wav,11.1849375,akasuba cilya kasenduluka banalume babwelelamo ku ncito joni nao anina pa citukutuku cakwe ku kutwalila janet uto amushitile,TRUE,
01-201001-172058_bem_fb0_elicit_8.wav,6.307125,ilyo afikile pa mr thorncroft alitinine ukwingila ne citukutuku mu yadi,TRUE,
01-201001-172058_bem_fb0_elicit_9.wav,7.8725625,kanshi ashile acimika mumbali ya musebo mupepi ne cipata elyo aingila,TRUE,
01-201001-172058_bem_fb0_elicit_10.wav,9.71025,janet ati ateshe umusowa wa citukutuku washimina mupepi aisafumina panse amona ni joni uyu aleisa,TRUE,
01-201001-172058_bem_fb0_elicit_11.wav,11.34375,bati baposhanye janet aipusha joni ati nge co citukutuku naumfwa cashimina mupepi ne cipata nani aisa naco,TRUE,
01-201001-172058_bem_fb0_elicit_12.wav,9.16575,joni yangu aba bamayo ulwipushisha ee bushe nga nati nine naisa naco uletipo shani,TRUE,
